Model,location,horizon,reference_date,target_end_date,wis
MOBS-GLEAM_FLUH,05,0,2025-02-15,2025-02-15,55.73521739130435
FluSight-baseline,53,0,2024-11-23,2024-11-23,4.826521739130435
FluSight-baseline,05,2,2024-12-14,2024-12-28,69.35391304347827
MOBS-GLEAM_FLUH,US,-1,2023-12-16,2023-12-09,448.7680126086957
FluSight-baseline,05,1,2023-12-30,2024-01-06,126.04793434697385
FluSight-baseline,18,2,2024-02-24,2024-03-09,26.821655429815177
FluSight-baseline,16,3,2023-11-11,2023-12-02,7.652416925343172
MOBS-GLEAM_FLUH,02,-1,2024-04-27,2024-04-20,0.6282608695652174
FluSight-baseline,51,2,2024-02-10,2024-02-24,14.623670613401778
MOBS-GLEAM_FLUH,55,1,2024-02-17,2024-02-24,86.61782304347827
MOBS-GLEAM_FLUH,12,0,2024-01-06,2024-01-06,140.04782608695655
FluSight-baseline,39,1,2023-12-23,2023-12-30,332.8002371269368
FluSight-baseline,45,0,2023-12-30,2023-12-30,231.21736086956528
FluSight-baseline,46,2,2024-11-23,2024-12-07,1.397826086956522
FluSight-baseline,30,2,2024-03-16,2024-03-30,3.2195745030276397
FluSight-baseline,49,0,2024-11-30,2024-11-30,1.2082608695652177
FluSight-baseline,04,3,2024-03-09,2024-03-30,50.01541402155325
FluSight-baseline,27,0,2024-01-13,2024-01-13,4.55054347826087
FluSight-baseline,40,-1,2023-11-11,2023-11-04,4.0
MOBS-GLEAM_FLUH,08,1,2025-02-01,2025-02-08,437.33782608695657
MOBS-GLEAM_FLUH,25,0,2024-02-03,2024-02-03,72.93417304347825
MOBS-GLEAM_FLUH,41,0,2024-04-27,2024-04-27,3.883391304347826
MOBS-GLEAM_FLUH,18,3,2023-10-21,2023-11-11,13.912185652173914
FluSight-baseline,56,3,2024-01-13,2024-02-03,36.28670011982729
MOBS-GLEAM_FLUH,47,0,2023-10-14,2023-10-14,12.489796956521742
FluSight-baseline,40,0,2024-03-02,2024-03-02,11.348591304347826
MOBS-GLEAM_FLUH,34,-1,2023-11-25,2023-11-18,1.2612452173913047
MOBS-GLEAM_FLUH,39,-1,2024-05-04,2024-04-27,6.7708695652173905
FluSight-baseline,51,2,2024-01-20,2024-02-03,145.1589767993115
FluSight-baseline,44,-1,2024-03-02,2024-02-24,1.0
MOBS-GLEAM_FLUH,20,0,2023-11-18,2023-11-18,7.447203043478261
FluSight-baseline,55,1,2024-04-20,2024-04-27,23.710304072540726
FluSight-baseline,16,1,2024-04-13,2024-04-20,9.622201716278033
FluSight-baseline,31,1,2023-10-21,2023-10-28,2.6259338456210646
MOBS-GLEAM_FLUH,01,-1,2024-01-27,2024-01-20,16.48213304347826
FluSight-baseline,34,1,2024-03-23,2024-03-30,17.56799150437156
FluSight-baseline,53,-1,2024-03-23,2024-03-16,3.0
MOBS-GLEAM_FLUH,16,0,2024-03-09,2024-03-09,13.679547826086958
MOBS-GLEAM_FLUH,49,2,2025-01-11,2025-01-25,33.13739130434783
MOBS-GLEAM_FLUH,34,2,2024-03-09,2024-03-23,18.16419130434783
FluSight-baseline,49,0,2024-01-13,2024-01-13,10.265091304347827
FluSight-baseline,49,3,2024-12-07,2024-12-28,252.75260869565219
MOBS-GLEAM_FLUH,21,3,2024-12-07,2024-12-28,433.3048630434783
FluSight-baseline,30,0,2024-12-28,2024-12-28,24.376956521739128
FluSight-baseline,36,2,2024-12-07,2024-12-21,435.4334782608696
FluSight-baseline,46,0,2024-03-23,2024-03-23,11.846395652173916
MOBS-GLEAM_FLUH,15,0,2023-12-09,2023-12-09,4.136698695652174
MOBS-GLEAM_FLUH,04,1,2023-11-11,2023-11-18,63.707123478260876
FluSight-baseline,54,0,2024-04-27,2024-04-27,5.197808695652173
MOBS-GLEAM_FLUH,54,-1,2024-12-28,2024-12-21,2.331304347826087
FluSight-baseline,42,1,2023-11-25,2023-12-02,81.54596399174862
MOBS-GLEAM_FLUH,04,3,2024-02-10,2024-03-02,95.26478260869564
MOBS-GLEAM_FLUH,17,3,2025-01-04,2025-01-25,182.64695652173913
FluSight-baseline,10,3,2024-03-16,2024-04-06,6.938029949777757
MOBS-GLEAM_FLUH,04,3,2024-03-02,2024-03-23,58.43695652173913
FluSight-baseline,29,-1,2024-12-28,2024-12-21,48.0
FluSight-baseline,20,3,2024-01-13,2024-02-03,10.680066235510182
MOBS-GLEAM_FLUH,33,3,2024-04-20,2024-05-11,2.417826086956522
MOBS-GLEAM_FLUH,26,1,2025-01-11,2025-01-18,163.6495652173913
MOBS-GLEAM_FLUH,06,2,2024-02-17,2024-03-02,20.29
FluSight-baseline,26,2,2024-04-27,2024-05-11,68.38219092375707
FluSight-baseline,13,1,2024-02-10,2024-02-17,66.69866517371696
MOBS-GLEAM_FLUH,47,-1,2025-02-01,2025-01-25,45.36652173913044
MOBS-GLEAM_FLUH,34,-1,2023-10-28,2023-10-21,1.1375134782608698
FluSight-baseline,22,3,2023-12-02,2023-12-23,155.5526692061704
FluSight-baseline,26,2,2024-12-07,2024-12-21,66.62608695652175
MOBS-GLEAM_FLUH,13,-1,2024-03-16,2024-03-09,6.394225217391304
FluSight-baseline,10,0,2024-04-13,2024-04-13,8.237460869565217
FluSight-baseline,72,0,2024-02-10,2024-02-10,22.661195652173912
FluSight-baseline,15,1,2023-11-18,2023-11-25,6.599635936728933
MOBS-GLEAM_FLUH,34,3,2024-04-06,2024-04-27,4.70639
MOBS-GLEAM_FLUH,32,-1,2023-11-25,2023-11-18,1.1845804347826085
MOBS-GLEAM_FLUH,47,2,2024-11-30,2024-12-14,117.61494521739131
MOBS-GLEAM_FLUH,38,1,2024-12-21,2024-12-28,19.59130434782609
FluSight-baseline,25,3,2024-01-06,2024-01-27,122.45715327120662
FluSight-baseline,30,1,2024-11-23,2024-11-30,2.029130434782609
FluSight-baseline,32,1,2024-03-23,2024-03-30,7.407554805113271
FluSight-baseline,51,3,2024-04-06,2024-04-27,29.051783023547618
MOBS-GLEAM_FLUH,US,3,2025-01-18,2025-02-08,34525.65869565217
MOBS-GLEAM_FLUH,06,0,2023-11-04,2023-11-04,9.416956956521739
FluSight-baseline,06,2,2024-04-20,2024-05-04,62.25899182811392
FluSight-baseline,42,1,2023-10-28,2023-11-04,13.136934971849719
MOBS-GLEAM_FLUH,48,3,2023-11-11,2023-12-02,81.33827217391304
FluSight-baseline,22,3,2024-11-30,2024-12-21,283.5608695652174
MOBS-GLEAM_FLUH,24,0,2025-02-15,2025-02-15,41.522608695652174
MOBS-GLEAM_FLUH,50,-1,2023-11-11,2023-11-04,0.26551521739130435
MOBS-GLEAM_FLUH,47,2,2024-01-13,2024-01-27,117.12913043478262
FluSight-baseline,05,2,2023-11-11,2023-11-25,23.611185399049624
FluSight-baseline,35,-1,2024-04-27,2024-04-20,0.0
FluSight-baseline,10,-1,2023-11-04,2023-10-28,0.0
FluSight-baseline,21,2,2023-10-21,2023-11-04,9.481320492031012
MOBS-GLEAM_FLUH,23,0,2024-01-06,2024-01-06,7.073478260869567
FluSight-baseline,27,0,2023-11-18,2023-11-18,2.2083152173913034
FluSight-baseline,45,3,2024-03-02,2024-03-23,22.768782538803638
MOBS-GLEAM_FLUH,34,2,2024-03-16,2024-03-30,13.462116086956522
FluSight-baseline,56,3,2023-11-18,2023-12-09,32.791755023963276
FluSight-baseline,22,3,2024-01-13,2024-02-03,149.799812219557
FluSight-baseline,38,3,2023-12-02,2023-12-23,14.187915005932664
FluSight-baseline,10,2,2024-11-23,2024-12-07,4.857826086956522
MOBS-GLEAM_FLUH,37,-1,2024-05-04,2024-04-27,0.44198347826086964
MOBS-GLEAM_FLUH,06,0,2024-02-03,2024-02-03,83.89058130434783
MOBS-GLEAM_FLUH,32,3,2024-04-06,2024-04-27,5.049588260869566
FluSight-baseline,39,-1,2024-04-06,2024-03-30,3.0
FluSight-baseline,40,3,2023-12-30,2024-01-20,45.777321096732614
MOBS-GLEAM_FLUH,40,0,2024-01-27,2024-01-27,107.12241956521737
FluSight-baseline,18,0,2023-12-23,2023-12-23,87.34291304347825
MOBS-GLEAM_FLUH,17,1,2023-12-23,2023-12-30,114.90869565217392
MOBS-GLEAM_FLUH,44,-1,2024-01-27,2024-01-20,1.3659004347826091
MOBS-GLEAM_FLUH,41,1,2024-12-28,2025-01-04,45.97652173913043
MOBS-GLEAM_FLUH,25,0,2024-04-27,2024-04-27,5.532572608695652
FluSight-baseline,39,1,2024-05-04,2024-05-11,40.05727685059458
FluSight-baseline,12,0,2025-02-08,2025-02-08,154.87304347826085
FluSight-baseline,51,0,2024-03-09,2024-03-09,14.868195652173915
FluSight-baseline,31,3,2025-01-04,2025-01-25,35.69695652173913
FluSight-baseline,09,-1,2024-12-14,2024-12-07,0.0
FluSight-baseline,72,1,2024-04-06,2024-04-13,5.401328971594066
MOBS-GLEAM_FLUH,20,1,2024-12-21,2024-12-28,27.89304347826087
FluSight-baseline,08,-1,2023-11-11,2023-11-04,0.0
MOBS-GLEAM_FLUH,56,1,2023-12-02,2023-12-09,16.70471739130435
FluSight-baseline,19,0,2024-04-27,2024-04-27,24.16398695652174
MOBS-GLEAM_FLUH,22,1,2024-03-30,2024-04-06,3.701817391304348
FluSight-baseline,55,1,2025-01-18,2025-01-25,382.03304347826094
MOBS-GLEAM_FLUH,19,-1,2024-12-28,2024-12-21,2.8369565217391313
MOBS-GLEAM_FLUH,32,2,2024-03-16,2024-03-30,1.689003913043478
FluSight-baseline,54,-1,2024-01-06,2023-12-30,2.0
FluSight-baseline,54,0,2024-02-17,2024-02-17,39.82574782608696
FluSight-baseline,42,2,2024-02-17,2024-03-02,69.56298866732142
FluSight-baseline,08,0,2024-03-02,2024-03-02,21.48303913043478
MOBS-GLEAM_FLUH,24,2,2024-04-06,2024-04-20,5.022531304347826
FluSight-baseline,54,1,2024-12-28,2025-01-04,136.66304347826087
FluSight-baseline,02,0,2025-01-18,2025-01-18,2.3600000000000008
MOBS-GLEAM_FLUH,24,2,2024-12-14,2024-12-28,125.30434782608695
MOBS-GLEAM_FLUH,38,2,2024-02-24,2024-03-09,5.183913043478261
MOBS-GLEAM_FLUH,28,3,2024-12-14,2025-01-04,198.02913043478262
MOBS-GLEAM_FLUH,21,0,2023-12-02,2023-12-02,20.93181695652174
MOBS-GLEAM_FLUH,05,0,2024-12-14,2024-12-14,15.962173913043477
MOBS-GLEAM_FLUH,51,0,2024-02-10,2024-02-10,12.11608695652174
MOBS-GLEAM_FLUH,12,0,2024-12-07,2024-12-07,29.509656521739128
MOBS-GLEAM_FLUH,51,0,2024-03-02,2024-03-02,43.914130434782614
FluSight-baseline,42,0,2023-11-04,2023-11-04,11.52824782608696
MOBS-GLEAM_FLUH,47,2,2023-11-18,2023-12-02,21.545206086956522
MOBS-GLEAM_FLUH,17,3,2024-02-24,2024-03-16,145.93521739130435
MOBS-GLEAM_FLUH,30,0,2024-02-03,2024-02-03,7.8889373913043475
FluSight-baseline,27,3,2023-12-16,2024-01-06,81.92101818781234
FluSight-baseline,38,-1,2024-01-27,2024-01-20,7.0
FluSight-baseline,04,2,2024-04-13,2024-04-27,19.290920688119936
FluSight-baseline,24,2,2023-11-11,2023-11-25,5.3761002713287995
MOBS-GLEAM_FLUH,04,1,2024-03-09,2024-03-16,15.71954782608696
MOBS-GLEAM_FLUH,53,3,2023-11-11,2023-12-02,38.28550652173913
MOBS-GLEAM_FLUH,US,0,2023-12-09,2023-12-09,246.7717252173913
FluSight-baseline,33,-1,2024-11-30,2024-11-23,0.0
FluSight-baseline,36,-1,2025-02-01,2025-01-25,198.0
FluSight-baseline,49,3,2023-12-16,2024-01-06,34.87059977049772
FluSight-baseline,50,1,2023-11-11,2023-11-18,2.5230672306723068
FluSight-baseline,36,-1,2025-01-04,2024-12-28,49.0
FluSight-baseline,05,1,2024-03-16,2024-03-23,110.96271051099642
FluSight-baseline,50,3,2024-03-02,2024-03-23,10.901911390309555
FluSight-baseline,37,-1,2024-04-06,2024-03-30,0.0
FluSight-baseline,42,0,2024-02-03,2024-02-03,26.620569565217387
FluSight-baseline,72,-1,2024-03-09,2024-03-02,0.0
FluSight-baseline,06,2,2025-01-18,2025-02-01,963.0760869565219
MOBS-GLEAM_FLUH,45,3,2024-01-27,2024-02-17,35.06450956521739
FluSight-baseline,45,0,2024-03-16,2024-03-16,14.891152173913044
FluSight-baseline,55,0,2024-01-06,2024-01-06,39.03762497407583
FluSight-baseline,33,-1,2024-01-13,2024-01-06,1.0
FluSight-baseline,05,-1,2024-04-13,2024-04-06,1.0
FluSight-baseline,27,1,2024-12-21,2024-12-28,397.07217391304346
FluSight-baseline,31,1,2023-12-23,2023-12-30,25.96685855391163
MOBS-GLEAM_FLUH,06,0,2024-04-27,2024-04-27,11.86172739130435
FluSight-baseline,42,2,2024-03-23,2024-04-06,73.53534298125591
MOBS-GLEAM_FLUH,46,3,2024-04-13,2024-05-04,2.186101304347826
FluSight-baseline,48,2,2024-03-23,2024-04-06,83.44091137304854
MOBS-GLEAM_FLUH,48,3,2024-03-09,2024-03-30,36.808017391304354
MOBS-GLEAM_FLUH,50,-1,2024-03-09,2024-03-02,3.6239652173913046
MOBS-GLEAM_FLUH,18,3,2025-01-04,2025-01-25,316.3330434782609
MOBS-GLEAM_FLUH,22,1,2023-12-02,2023-12-09,7.315617391304348
FluSight-baseline,40,3,2024-01-27,2024-02-17,96.02067468620338
MOBS-GLEAM_FLUH,27,-1,2024-03-30,2024-03-23,2.7636769565217407
FluSight-baseline,31,1,2025-02-01,2025-02-08,110.84608695652175
FluSight-baseline,16,-1,2024-01-06,2023-12-30,33.0
FluSight-baseline,34,0,2024-01-06,2024-01-06,48.85515217391304
FluSight-baseline,44,1,2024-01-27,2024-02-03,16.76471319387107
FluSight-baseline,48,-1,2024-12-28,2024-12-21,158.0
MOBS-GLEAM_FLUH,19,2,2023-11-25,2023-12-09,8.367884782608694
MOBS-GLEAM_FLUH,41,3,2024-04-20,2024-05-11,3.1818100000000005
FluSight-baseline,25,3,2024-04-27,2024-05-18,72.41087446396203
MOBS-GLEAM_FLUH,20,2,2024-02-24,2024-03-09,5.701739130434782
MOBS-GLEAM_FLUH,17,-1,2024-04-06,2024-03-30,14.325500000000003
MOBS-GLEAM_FLUH,25,1,2024-12-28,2025-01-04,212.6095652173913
FluSight-baseline,37,2,2024-01-27,2024-02-10,84.45980987375091
MOBS-GLEAM_FLUH,49,-1,2024-03-30,2024-03-23,0.3536882608695652
MOBS-GLEAM_FLUH,24,1,2024-02-10,2024-02-17,22.280869565217394
MOBS-GLEAM_FLUH,08,0,2024-01-27,2024-01-27,44.01166652173913
FluSight-baseline,19,-1,2024-01-06,2023-12-30,19.0
MOBS-GLEAM_FLUH,US,-1,2023-10-21,2023-10-14,49.55597826086955
MOBS-GLEAM_FLUH,27,3,2024-11-30,2024-12-21,206.94648695652174
FluSight-baseline,19,1,2024-12-28,2025-01-04,99.60782608695652
FluSight-baseline,04,3,2024-03-16,2024-04-06,31.701115172456092
MOBS-GLEAM_FLUH,22,0,2025-01-04,2025-01-04,41.71260869565218
FluSight-baseline,06,1,2024-01-06,2024-01-13,445.54945676865464
MOBS-GLEAM_FLUH,31,1,2024-02-24,2024-03-02,45.68391304347826
MOBS-GLEAM_FLUH,45,-1,2024-02-10,2024-02-03,17.012206086956525
FluSight-baseline,17,-1,2023-11-11,2023-11-04,3.0
MOBS-GLEAM_FLUH,51,3,2023-12-30,2024-01-20,114.98913043478261
MOBS-GLEAM_FLUH,24,1,2024-01-20,2024-01-27,21.869130434782612
FluSight-baseline,21,3,2023-12-02,2023-12-23,59.13784566808713
FluSight-baseline,55,2,2024-04-27,2024-05-11,33.34669826109131
MOBS-GLEAM_FLUH,28,2,2024-01-20,2024-02-03,11.485652173913044
FluSight-baseline,72,3,2024-01-27,2024-02-17,6.7958053238141085
MOBS-GLEAM_FLUH,55,0,2024-12-28,2024-12-28,28.684782608695652
MOBS-GLEAM_FLUH,04,-1,2024-02-17,2024-02-10,14.69913043478261
FluSight-baseline,46,-1,2025-01-18,2025-01-11,1.0
FluSight-baseline,30,3,2024-02-03,2024-02-24,45.952794081071254
MOBS-GLEAM_FLUH,36,1,2023-12-09,2023-12-16,75.30346173913044
FluSight-baseline,25,2,2025-01-18,2025-02-01,693.5747826086957
FluSight-baseline,08,-1,2024-03-09,2024-03-02,0.0
MOBS-GLEAM_FLUH,45,-1,2024-01-20,2024-01-13,32.5304347826087
MOBS-GLEAM_FLUH,11,-1,2024-04-20,2024-04-13,1.9778260869565218
FluSight-baseline,24,0,2024-03-23,2024-03-23,26.666065217391303
FluSight-baseline,47,0,2023-12-30,2023-12-30,211.96316086956523
MOBS-GLEAM_FLUH,54,1,2024-02-03,2024-02-10,12.127484347826087
MOBS-GLEAM_FLUH,30,2,2024-04-13,2024-04-27,0.7117391304347828
MOBS-GLEAM_FLUH,47,3,2024-12-21,2025-01-11,101.07260869565218
MOBS-GLEAM_FLUH,44,0,2024-12-14,2024-12-14,14.404782608695653
MOBS-GLEAM_FLUH,01,-1,2025-02-15,2025-02-08,28.66739130434783
MOBS-GLEAM_FLUH,41,-1,2024-12-07,2024-11-30,39.42730782608696
FluSight-baseline,05,-1,2024-03-23,2024-03-16,2.0
FluSight-baseline,29,1,2024-02-03,2024-02-10,51.20327222015698
FluSight-baseline,44,1,2023-12-30,2024-01-06,23.901314446448822
MOBS-GLEAM_FLUH,02,2,2024-01-06,2024-01-20,1.2095652173913047
MOBS-GLEAM_FLUH,50,3,2024-01-27,2024-02-17,2.254356086956522
MOBS-GLEAM_FLUH,29,0,2024-04-13,2024-04-13,3.6502060869565214
MOBS-GLEAM_FLUH,38,0,2025-02-01,2025-02-01,20.603478260869565
MOBS-GLEAM_FLUH,16,-1,2024-12-28,2024-12-21,9.603913043478263
MOBS-GLEAM_FLUH,US,2,2024-12-07,2024-12-21,6317.569910000001
FluSight-baseline,21,2,2025-01-04,2025-01-18,40.835217391304354
MOBS-GLEAM_FLUH,54,2,2023-11-25,2023-12-09,3.0082595652173914
FluSight-baseline,15,2,2024-03-30,2024-04-13,3.0824856087908707
FluSight-baseline,36,2,2023-11-18,2023-12-02,163.55029927247094
FluSight-baseline,27,2,2024-02-24,2024-03-09,6.021982890154985
MOBS-GLEAM_FLUH,15,2,2023-12-16,2023-12-30,4.120547391304348
MOBS-GLEAM_FLUH,09,-1,2023-11-11,2023-11-04,0.8039465217391305
FluSight-baseline,54,-1,2024-12-07,2024-11-30,0.0
FluSight-baseline,33,3,2025-01-11,2025-02-01,188.81043478260872
MOBS-GLEAM_FLUH,08,-1,2024-03-02,2024-02-24,12.810326086956524
MOBS-GLEAM_FLUH,48,0,2024-02-17,2024-02-17,63.151890434782594
MOBS-GLEAM_FLUH,39,0,2024-01-20,2024-01-20,50.44826086956522
MOBS-GLEAM_FLUH,10,3,2024-04-13,2024-05-04,0.5195652173913043
MOBS-GLEAM_FLUH,13,3,2024-12-14,2025-01-04,945.3734782608695
FluSight-baseline,23,-1,2025-02-08,2025-02-01,0.0
FluSight-baseline,06,3,2024-04-27,2024-05-18,66.64895444441402
FluSight-baseline,36,0,2023-10-14,2023-10-14,16.10469403089681
FluSight-baseline,46,3,2023-11-25,2023-12-16,5.619089736701715
MOBS-GLEAM_FLUH,06,1,2024-12-28,2025-01-04,750.1708695652175
FluSight-baseline,31,-1,2024-04-06,2024-03-30,0.0
FluSight-baseline,12,2,2023-12-16,2023-12-30,506.6909497634543
MOBS-GLEAM_FLUH,02,-1,2023-12-16,2023-12-09,0.8236926086956524
MOBS-GLEAM_FLUH,20,2,2023-10-14,2023-10-28,12.972010434782613
FluSight-baseline,42,0,2024-04-20,2024-04-20,32.377809304723485
FluSight-baseline,20,-1,2025-02-15,2025-02-08,42.0
FluSight-baseline,48,0,2024-04-20,2024-04-20,20.123345392149577
MOBS-GLEAM_FLUH,25,3,2024-04-20,2024-05-11,3.085432608695652
FluSight-baseline,01,3,2023-12-23,2024-01-13,44.205272495029284
FluSight-baseline,46,1,2024-04-20,2024-04-27,2.6860615101368412
MOBS-GLEAM_FLUH,35,0,2023-11-25,2023-11-25,5.4908726086956525
FluSight-baseline,53,1,2023-10-28,2023-11-04,14.272605834797478
FluSight-baseline,08,3,2024-01-27,2024-02-17,30.912734069449392
MOBS-GLEAM_FLUH,39,2,2023-12-23,2024-01-06,66.15217391304348
FluSight-baseline,21,3,2024-03-30,2024-04-20,40.29998897606368
FluSight-baseline,35,3,2024-03-23,2024-04-13,13.523657606945642
FluSight-baseline,US,0,2025-02-08,2025-02-08,3342.1469565217394
FluSight-baseline,11,3,2024-04-13,2024-05-04,10.719133411986293
FluSight-baseline,46,3,2023-10-28,2023-11-18,1.5407976305197835
MOBS-GLEAM_FLUH,11,2,2024-03-09,2024-03-23,11.22182608695652
FluSight-baseline,45,1,2024-02-10,2024-02-17,28.37033230475783
MOBS-GLEAM_FLUH,27,1,2024-01-13,2024-01-20,69.06565217391304
MOBS-GLEAM_FLUH,48,-1,2024-02-03,2024-01-27,416.5814817391305
FluSight-baseline,33,1,2023-12-16,2023-12-23,17.94837311497028
FluSight-baseline,12,0,2024-12-21,2024-12-21,322.9730434782609
MOBS-GLEAM_FLUH,45,-1,2024-03-16,2024-03-09,3.879619565217392
FluSight-baseline,32,-1,2024-01-06,2023-12-30,19.0
MOBS-GLEAM_FLUH,20,0,2025-02-01,2025-02-01,213.62652173913048
MOBS-GLEAM_FLUH,35,-1,2024-04-20,2024-04-13,2.146521739130435
MOBS-GLEAM_FLUH,40,1,2024-02-10,2024-02-17,29.9295652173913
FluSight-baseline,36,2,2024-11-30,2024-12-14,197.1086956521739
FluSight-baseline,50,2,2024-12-14,2024-12-28,12.068695652173915
FluSight-baseline,15,3,2023-10-14,2023-11-04,2.3370968415336337
MOBS-GLEAM_FLUH,51,3,2024-01-20,2024-02-10,17.969565217391306
FluSight-baseline,10,-1,2025-01-18,2025-01-11,0.0
MOBS-GLEAM_FLUH,55,2,2024-04-20,2024-05-04,13.979467826086958
MOBS-GLEAM_FLUH,16,2,2024-04-13,2024-04-27,1.9847826086956524
MOBS-GLEAM_FLUH,40,0,2025-02-15,2025-02-15,43.49826086956522
MOBS-GLEAM_FLUH,37,0,2024-02-10,2024-02-10,17.85962043478261
FluSight-baseline,01,0,2023-11-11,2023-11-11,11.321871739130435
MOBS-GLEAM_FLUH,44,-1,2025-02-15,2025-02-08,14.560000000000002
FluSight-baseline,26,2,2023-12-16,2023-12-30,299.33102929177124
MOBS-GLEAM_FLUH,19,1,2024-02-03,2024-02-10,28.671667826086956
MOBS-GLEAM_FLUH,22,2,2023-10-14,2023-10-28,15.604215217391307
FluSight-baseline,01,2,2024-03-02,2024-03-16,13.955917595132476
FluSight-baseline,30,3,2024-04-27,2024-05-18,3.6457288642451657
MOBS-GLEAM_FLUH,41,0,2025-01-11,2025-01-11,114.98956521739129
MOBS-GLEAM_FLUH,30,1,2024-12-28,2025-01-04,7.96695652173913
MOBS-GLEAM_FLUH,36,3,2024-12-07,2024-12-28,1110.160285652174
FluSight-baseline,30,2,2023-11-25,2023-12-09,9.976004870613917
FluSight-baseline,34,0,2024-04-27,2024-04-27,11.916871739130437
FluSight-baseline,36,2,2024-01-13,2024-01-27,228.12149481162203
MOBS-GLEAM_FLUH,46,1,2024-03-23,2024-03-30,3.7985547826086963
MOBS-GLEAM_FLUH,34,-1,2024-12-28,2024-12-21,17.221739130434784
FluSight-baseline,40,3,2024-01-20,2024-02-10,164.93283638347256
FluSight-baseline,29,0,2023-11-25,2023-11-25,9.916799999999993
MOBS-GLEAM_FLUH,37,0,2024-01-20,2024-01-20,51.270434782608696
MOBS-GLEAM_FLUH,54,3,2024-02-17,2024-03-09,103.20391304347824
MOBS-GLEAM_FLUH,21,1,2024-12-21,2024-12-28,306.0273913043479
MOBS-GLEAM_FLUH,16,0,2024-04-20,2024-04-20,2.417826086956522
MOBS-GLEAM_FLUH,02,3,2025-01-18,2025-02-08,2.8147826086956527
MOBS-GLEAM_FLUH,13,2,2024-02-10,2024-02-24,24.744887826086952
FluSight-baseline,40,0,2024-03-23,2024-03-23,24.236417391304347
FluSight-baseline,44,-1,2024-03-23,2024-03-16,1.0
FluSight-baseline,08,-1,2024-02-10,2024-02-03,2.0
FluSight-baseline,19,-1,2024-12-07,2024-11-30,1.0
FluSight-baseline,15,1,2025-01-04,2025-01-11,37.11565217391305
FluSight-baseline,08,3,2023-12-30,2024-01-20,23.709073996348646
FluSight-baseline,09,1,2023-11-11,2023-11-18,5.720670518357356
FluSight-baseline,53,2,2024-02-17,2024-03-02,8.621088399079653
FluSight-baseline,23,2,2023-12-16,2023-12-30,23.915054162541615
FluSight-baseline,09,3,2024-03-02,2024-03-23,55.720310718215885
FluSight-baseline,48,1,2024-01-06,2024-01-13,38.5894822524095
MOBS-GLEAM_FLUH,18,-1,2024-12-14,2024-12-07,4.257391304347826
FluSight-baseline,10,3,2023-11-25,2023-12-16,8.849322634378519
FluSight-baseline,27,3,2023-10-21,2023-11-11,8.3321291552046
MOBS-GLEAM_FLUH,54,1,2023-11-04,2023-11-11,9.457300869565218
FluSight-baseline,54,3,2024-04-20,2024-05-11,12.028425609364788
MOBS-GLEAM_FLUH,06,3,2024-04-20,2024-05-11,45.99666434782608
MOBS-GLEAM_FLUH,42,2,2023-10-28,2023-11-11,11.48360652173913
MOBS-GLEAM_FLUH,36,0,2024-03-30,2024-03-30,80.78864826086956
FluSight-baseline,30,2,2025-01-18,2025-02-01,34.88173913043478
MOBS-GLEAM_FLUH,04,3,2024-03-23,2024-04-13,19.666741304347827
FluSight-baseline,32,0,2024-04-27,2024-04-27,3.4468391304347823
FluSight-baseline,17,0,2024-02-10,2024-02-10,18.516700278089736
FluSight-baseline,41,-1,2024-03-30,2024-03-23,4.0
MOBS-GLEAM_FLUH,13,-1,2023-11-25,2023-11-18,4.734165217391304
FluSight-baseline,11,3,2024-03-23,2024-04-13,2.4814834268777477
MOBS-GLEAM_FLUH,05,3,2023-11-11,2023-12-02,5.014525652173913
FluSight-baseline,34,3,2023-11-04,2023-11-25,17.955591909701702
FluSight-baseline,53,0,2023-11-04,2023-11-04,4.814230434782604
FluSight-baseline,27,0,2025-02-01,2025-02-01,9.102608695652174
FluSight-baseline,49,3,2023-10-21,2023-11-11,2.1579790213771695
FluSight-baseline,13,1,2024-03-23,2024-03-30,22.864956463129843
MOBS-GLEAM_FLUH,13,2,2024-03-09,2024-03-23,12.274156521739132
MOBS-GLEAM_FLUH,09,-1,2024-03-09,2024-03-02,23.366452173913043
FluSight-baseline,36,2,2023-10-21,2023-11-04,21.36089422663792
MOBS-GLEAM_FLUH,45,2,2023-11-11,2023-11-25,20.95782956521739
MOBS-GLEAM_FLUH,27,1,2023-11-18,2023-11-25,2.999543043478261
FluSight-baseline,46,2,2023-11-04,2023-11-18,1.7675871464366828
MOBS-GLEAM_FLUH,36,1,2025-01-04,2025-01-11,254.65434782608696
MOBS-GLEAM_FLUH,20,-1,2023-12-23,2023-12-16,4.374347826086957
MOBS-GLEAM_FLUH,35,1,2024-02-17,2024-02-24,17.598695652173916
MOBS-GLEAM_FLUH,12,-1,2023-10-14,2023-10-07,23.53432739130435
MOBS-GLEAM_FLUH,28,0,2024-03-16,2024-03-16,6.235098260869567
MOBS-GLEAM_FLUH,US,-1,2025-01-04,2024-12-28,1524.3039130434781
MOBS-GLEAM_FLUH,01,-1,2024-12-14,2024-12-07,5.370000000000001
MOBS-GLEAM_FLUH,55,3,2024-01-06,2024-01-27,207.7213043478261
FluSight-baseline,10,3,2023-10-28,2023-11-18,1.6658896836142278
MOBS-GLEAM_FLUH,49,1,2023-11-18,2023-11-25,1.6068191304347825
MOBS-GLEAM_FLUH,05,1,2024-04-13,2024-04-20,2.3995569565217396
